"","beeID","time_between_visits","neonic_treatment","time_between_floral_refill","Apis","Bombus","Osmia","Megachile"
"83","56-28-66-01-0B-00-12-E0",16,"0",0,0,7,0,0
"84","56-28-66-01-0B-00-12-E0",36,"0",0,0,7,0,0
"85","56-28-66-01-0B-00-12-E0",56,"0",0,0,7,0,0
"86","56-28-66-01-0B-00-12-E0",18,"0",0,0,7,0,0
"87","56-28-66-01-0B-00-12-E0",22,"0",0,0,7,0,0
"88","56-28-66-01-0B-00-12-E0",131,"0",0,0,7,0,0
"89","56-28-66-01-0B-00-12-E0",21,"0",0,0,7,0,0
"90","56-28-66-01-0B-00-12-E0",5,"0",0,0,7,0,0
"91","56-28-66-01-0B-00-12-E0",29,"0",0,0,7,0,0
"92","56-28-66-01-0B-00-12-E0",13,"0",0,0,7,0,0
"93","56-28-66-01-0B-00-12-E0",442,"0",0,0,7,0,0
"94","56-28-66-01-0B-00-12-E0",121,"0",0,0,7,0,0
"95","56-28-66-01-0B-00-12-E0",11,"0",0,0,7,0,0
"96","56-28-66-01-0B-00-12-E0",11,"0",0,0,7,0,0
"97","56-28-66-01-0B-00-12-E0",27,"0",0,0,7,0,0
"98","56-28-66-01-0B-00-12-E0",17,"0",0,0,7,0,0
"99","56-28-66-01-0B-00-12-E0",7,"0",0,0,7,0,0
"100","56-28-66-01-0B-00-12-E0",83,"0",0,0,7,0,0
"101","56-28-66-01-0B-00-12-E0",16,"0",0,0,7,0,0
"102","56-28-66-01-0B-00-12-E0",19,"0",0,0,7,0,0
"103","56-28-66-01-0B-00-12-E0",40,"0",0,0,7,0,0
"104","56-28-66-01-0B-00-12-E0",6,"0",0,0,7,0,0
"105","56-28-66-01-0B-00-12-E0",63,"0",0,0,7,0,0
"106","56-28-66-01-0B-00-12-E0",9,"0",0,0,7,0,0
"107","56-28-66-01-0B-00-12-E0",4,"0",0,0,7,0,0
"108","56-28-66-01-0B-00-12-E0",22,"0",0,0,7,0,0
"109","56-28-66-01-0B-00-12-E0",7,"0",0,0,7,0,0
"110","56-28-66-01-0B-00-12-E0",16,"0",0,0,7,0,0
"111","56-28-66-01-0B-00-12-E0",5,"0",0,0,7,0,0
"112","56-28-66-01-0B-00-12-E0",33,"0",0,0,7,0,0
"113","56-28-66-01-0B-00-12-E0",40,"0",0,0,7,0,0
"114","56-28-66-01-0B-00-12-E0",71,"0",0,0,7,0,0
"115","56-28-66-01-0B-00-12-E0",33,"0",0,0,7,0,0
"116","56-28-66-01-0B-00-12-E0",30,"0",0,0,7,0,0
"117","56-28-66-01-0B-00-12-E0",14,"0",0,0,7,0,0
"118","56-28-66-01-0B-00-12-E0",8,"0",0,0,7,0,0
"119","56-28-66-01-0B-00-12-E0",13,"0",0,0,7,0,0
"120","56-28-66-01-0B-00-12-E0",7,"0",0,0,7,0,0
"121","56-28-66-01-0B-00-12-E0",13,"0",0,0,7,0,0
"122","56-28-66-01-0B-00-12-E0",13,"0",0,0,7,0,0
"123","56-28-66-01-0B-00-12-E0",53,"0",0,0,7,0,0
"124","56-28-66-01-0B-00-12-E0",12,"0",0,0,7,0,0
"125","56-28-66-01-0B-00-12-E0",9,"0",0,0,7,0,0
"126","56-28-66-01-0B-00-12-E0",12,"0",0,0,7,0,0
"127","56-28-66-01-0B-00-12-E0",97,"0",0,0,7,0,0
"128","56-28-66-01-0B-00-12-E0",9,"0",0,0,7,0,0
"129","56-28-66-01-0B-00-12-E0",53,"0",0,0,7,0,0
"130","56-28-66-01-0B-00-12-E0",27,"0",0,0,7,0,0
"131","56-28-66-01-0B-00-12-E0",5,"0",0,0,7,0,0
"132","56-28-66-01-0B-00-12-E0",9,"0",0,0,7,0,0
"133","56-28-66-01-0B-00-12-E0",232,"0",0,0,7,0,0
"134","56-28-66-01-0B-00-12-E0",22,"0",0,0,7,0,0
"135","56-28-66-01-0B-00-12-E0",4,"0",0,0,7,0,0
"136","56-28-66-01-0B-00-12-E0",8,"0",0,0,7,0,0
"137","56-28-66-01-0B-00-12-E0",7,"0",0,0,7,0,0
"138","56-28-66-01-0B-00-12-E0",13,"0",0,0,7,0,0
"139","56-28-66-01-0B-00-12-E0",4,"0",0,0,7,0,0
"140","56-28-66-01-0B-00-12-E0",65,"0",0,0,7,0,0
"141","56-28-66-01-0B-00-12-E0",22,"0",0,0,7,0,0
"142","56-28-66-01-0B-00-12-E0",11,"0",0,0,7,0,0
"143","56-28-66-01-0B-00-12-E0",9,"0",0,0,7,0,0
"144","56-28-66-01-0B-00-12-E0",187,"0",0,0,7,0,0
"145","56-28-66-01-0B-00-12-E0",9,"0",0,0,7,0,0
"146","56-28-66-01-0B-00-12-E0",34,"0",0,0,7,0,0
"147","56-28-66-01-0B-00-12-E0",7,"0",0,0,7,0,0
"148","56-28-66-01-0B-00-12-E0",20,"0",0,0,7,0,0
"149","56-28-66-01-0B-00-12-E0",62,"0",0,0,7,0,0
"150","56-28-66-01-0B-00-12-E0",253,"0",0,0,7,0,0
"151","56-28-66-01-0B-00-12-E0",33,"0",0,0,7,0,0
"152","56-28-66-01-0B-00-12-E0",10,"0",0,0,7,0,0
"153","56-28-66-01-0B-00-12-E0",7,"0",0,0,7,0,0
"154","56-28-66-01-0B-00-12-E0",38,"0",0,0,7,0,0
"155","56-28-66-01-0B-00-12-E0",95,"0",0,0,7,0,0
"156","56-28-66-01-0B-00-12-E0",22,"0",0,0,7,0,0
"157","56-28-66-01-0B-00-12-E0",78,"0",0,0,7,0,0
"158","56-28-66-01-0B-00-12-E0",9,"0",0,0,7,0,0
"159","56-28-66-01-0B-00-12-E0",32,"0",0,0,7,0,0
"160","63-28-66-01-0B-00-12-E0",94,"0",0,0,7,0,0
"161","63-28-66-01-0B-00-12-E0",33,"0",0,0,7,0,0
"162","63-28-66-01-0B-00-12-E0",710,"0",0,0,7,0,0
"163","63-28-66-01-0B-00-12-E0",18,"0",0,0,7,0,0
"164","63-28-66-01-0B-00-12-E0",23,"0",0,0,7,0,0
"165","63-28-66-01-0B-00-12-E0",56,"0",0,0,7,0,0
"166","63-28-66-01-0B-00-12-E0",204,"0",0,0,7,0,0
"167","63-28-66-01-0B-00-12-E0",41,"0",0,0,7,0,0
"168","63-28-66-01-0B-00-12-E0",99,"0",0,0,7,0,0
"169","63-28-66-01-0B-00-12-E0",46,"0",0,0,7,0,0
"170","63-28-66-01-0B-00-12-E0",20,"0",0,0,7,0,0
"171","63-28-66-01-0B-00-12-E0",56,"0",0,0,7,0,0
"172","63-28-66-01-0B-00-12-E0",42,"0",0,0,7,0,0
"173","63-28-66-01-0B-00-12-E0",833,"0",0,0,7,0,0
"174","63-28-66-01-0B-00-12-E0",50,"0",0,0,7,0,0
"175","63-28-66-01-0B-00-12-E0",354,"0",0,0,7,0,0
"176","63-28-66-01-0B-00-12-E0",40,"0",0,0,7,0,0
"177","63-28-66-01-0B-00-12-E0",133,"0",0,0,7,0,0
"178","63-28-66-01-0B-00-12-E0",465,"0",0,0,7,0,0
"179","64-28-66-01-0B-00-12-E0",16,"0",0,0,7,0,0
"180","64-28-66-01-0B-00-12-E0",691,"0",0,0,7,0,0
"181","64-28-66-01-0B-00-12-E0",57,"0",0,0,7,0,0
"182","64-28-66-01-0B-00-12-E0",133,"0",0,0,7,0,0
"183","64-28-66-01-0B-00-12-E0",17,"0",0,0,7,0,0
"184","64-28-66-01-0B-00-12-E0",148,"0",0,0,7,0,0
"185","65-28-66-01-0B-00-12-E0",803,"0",0,0,7,0,0
"186","65-28-66-01-0B-00-12-E0",24,"0",0,0,7,0,0
"187","65-28-66-01-0B-00-12-E0",22,"0",0,0,7,0,0
"188","65-28-66-01-0B-00-12-E0",73,"0",0,0,7,0,0
"189","65-28-66-01-0B-00-12-E0",9,"0",0,0,7,0,0
"190","65-28-66-01-0B-00-12-E0",47,"0",0,0,7,0,0
"191","65-28-66-01-0B-00-12-E0",1790,"0",0,0,7,0,0
"192","65-28-66-01-0B-00-12-E0",522,"0",0,0,7,0,0
"193","65-28-66-01-0B-00-12-E0",60,"0",0,0,7,0,0
"194","65-28-66-01-0B-00-12-E0",63,"0",0,0,7,0,0
"195","65-28-66-01-0B-00-12-E0",112,"0",0,0,7,0,0
"196","DA-24-66-01-0B-00-12-E0",2415,"0",0,0,7,0,0
"197","DA-24-66-01-0B-00-12-E0",73,"0",0,0,7,0,0
"198","DA-24-66-01-0B-00-12-E0",23,"0",0,0,7,0,0
"199","DA-24-66-01-0B-00-12-E0",21,"0",0,0,7,0,0
"200","DA-24-66-01-0B-00-12-E0",155,"0",0,0,7,0,0
"201","DA-24-66-01-0B-00-12-E0",84,"0",0,0,7,0,0
"202","DA-24-66-01-0B-00-12-E0",53,"0",0,0,7,0,0
"203","DA-24-66-01-0B-00-12-E0",17,"0",0,0,7,0,0
"204","DA-24-66-01-0B-00-12-E0",26,"0",0,0,7,0,0
"205","DA-24-66-01-0B-00-12-E0",60,"0",0,0,7,0,0
"206","DA-24-66-01-0B-00-12-E0",161,"0",0,0,7,0,0
"207","DA-24-66-01-0B-00-12-E0",31,"0",0,0,7,0,0
"208","DA-24-66-01-0B-00-12-E0",13,"0",0,0,7,0,0
"209","DA-24-66-01-0B-00-12-E0",13,"0",0,0,7,0,0
"210","DA-24-66-01-0B-00-12-E0",67,"0",0,0,7,0,0
"211","DA-24-66-01-0B-00-12-E0",10,"0",0,0,7,0,0
"212","DA-24-66-01-0B-00-12-E0",23,"0",0,0,7,0,0
"213","DA-24-66-01-0B-00-12-E0",144,"0",0,0,7,0,0
"214","DA-24-66-01-0B-00-12-E0",38,"0",0,0,7,0,0
"215","DA-24-66-01-0B-00-12-E0",8,"0",0,0,7,0,0
"216","DA-24-66-01-0B-00-12-E0",8,"0",0,0,7,0,0
"217","DA-24-66-01-0B-00-12-E0",16,"0",0,0,7,0,0
"218","DA-24-66-01-0B-00-12-E0",26,"0",0,0,7,0,0
"219","DA-24-66-01-0B-00-12-E0",31,"0",0,0,7,0,0
"220","5D-28-66-01-0B-00-12-E0",154,"0",0,0,3,0,0
"221","5D-28-66-01-0B-00-12-E0",72,"0",0,0,3,0,0
"222","5D-28-66-01-0B-00-12-E0",44,"0",0,0,3,0,0
"223","5D-28-66-01-0B-00-12-E0",190,"0",0,0,3,0,0
"224","5D-28-66-01-0B-00-12-E0",36,"0",0,0,3,0,0
"225","5D-28-66-01-0B-00-12-E0",125,"0",0,0,3,0,0
"226","5D-28-66-01-0B-00-12-E0",153,"0",0,0,3,0,0
"227","5D-28-66-01-0B-00-12-E0",73,"0",0,0,3,0,0
"228","5D-28-66-01-0B-00-12-E0",40,"0",0,0,3,0,0
"229","5D-28-66-01-0B-00-12-E0",97,"0",0,0,3,0,0
"230","5D-28-66-01-0B-00-12-E0",35,"0",0,0,3,0,0
"231","5D-28-66-01-0B-00-12-E0",41,"0",0,0,3,0,0
"232","5D-28-66-01-0B-00-12-E0",11,"0",0,0,3,0,0
"233","5D-28-66-01-0B-00-12-E0",30,"0",0,0,3,0,0
"234","5D-28-66-01-0B-00-12-E0",163,"0",0,0,3,0,0
"235","5D-28-66-01-0B-00-12-E0",169,"0",0,0,3,0,0
"236","5D-28-66-01-0B-00-12-E0",53,"0",0,0,3,0,0
"237","5D-28-66-01-0B-00-12-E0",84,"0",0,0,3,0,0
"238","5D-28-66-01-0B-00-12-E0",32,"0",0,0,3,0,0
"239","5D-28-66-01-0B-00-12-E0",118,"0",0,0,3,0,0
"240","5D-28-66-01-0B-00-12-E0",66,"0",0,0,3,0,0
"241","5D-28-66-01-0B-00-12-E0",65,"0",0,0,3,0,0
"242","5D-28-66-01-0B-00-12-E0",8,"0",0,0,3,0,0
"243","5D-28-66-01-0B-00-12-E0",26,"0",0,0,3,0,0
"244","5D-28-66-01-0B-00-12-E0",103,"0",0,0,3,0,0
"245","5D-28-66-01-0B-00-12-E0",377,"0",0,0,3,0,0
"246","5D-28-66-01-0B-00-12-E0",20,"0",0,0,3,0,0
"247","5D-28-66-01-0B-00-12-E0",55,"0",0,0,3,0,0
"248","5D-28-66-01-0B-00-12-E0",177,"0",0,0,3,0,0
"249","5D-28-66-01-0B-00-12-E0",9,"0",0,0,3,0,0
"250","5D-28-66-01-0B-00-12-E0",100,"0",0,0,3,0,0
"251","5D-28-66-01-0B-00-12-E0",49,"0",0,0,3,0,0
"252","5D-28-66-01-0B-00-12-E0",62,"0",0,0,3,0,0
"253","5D-28-66-01-0B-00-12-E0",81,"0",0,0,3,0,0
"254","5D-28-66-01-0B-00-12-E0",107,"0",0,0,3,0,0
"255","5D-28-66-01-0B-00-12-E0",228,"0",0,0,3,0,0
"256","5D-28-66-01-0B-00-12-E0",9,"0",0,0,3,0,0
"257","60-28-66-01-0B-00-12-E0",198,"0",0,0,3,0,0
"258","60-28-66-01-0B-00-12-E0",23,"0",0,0,3,0,0
"259","60-28-66-01-0B-00-12-E0",560,"0",0,0,3,0,0
"260","60-28-66-01-0B-00-12-E0",11,"0",0,0,3,0,0
"261","60-28-66-01-0B-00-12-E0",24,"0",0,0,3,0,0
"262","60-28-66-01-0B-00-12-E0",73,"0",0,0,3,0,0
"263","60-28-66-01-0B-00-12-E0",802,"0",0,0,3,0,0
"264","60-28-66-01-0B-00-12-E0",652,"0",0,0,3,0,0
"265","60-28-66-01-0B-00-12-E0",606,"0",0,0,3,0,0
"266","60-28-66-01-0B-00-12-E0",402,"0",0,0,3,0,0
"267","60-28-66-01-0B-00-12-E0",493,"0",0,0,3,0,0
"268","60-28-66-01-0B-00-12-E0",212,"0",0,0,3,0,0
"269","60-28-66-01-0B-00-12-E0",262,"0",0,0,3,0,0
"270","60-28-66-01-0B-00-12-E0",388,"0",0,0,3,0,0
"271","60-28-66-01-0B-00-12-E0",75,"0",0,0,3,0,0
"272","60-28-66-01-0B-00-12-E0",34,"0",0,0,3,0,0
"273","61-28-66-01-0B-00-12-E0",161,"0",0,0,3,0,0
"274","61-28-66-01-0B-00-12-E0",49,"0",0,0,3,0,0
"275","61-28-66-01-0B-00-12-E0",63,"0",0,0,3,0,0
"276","61-28-66-01-0B-00-12-E0",37,"0",0,0,3,0,0
"277","61-28-66-01-0B-00-12-E0",238,"0",0,0,3,0,0
"278","61-28-66-01-0B-00-12-E0",120,"0",0,0,3,0,0
"279","61-28-66-01-0B-00-12-E0",8,"0",0,0,3,0,0
"280","61-28-66-01-0B-00-12-E0",72,"0",0,0,3,0,0
"281","61-28-66-01-0B-00-12-E0",403,"0",0,0,3,0,0
"282","61-28-66-01-0B-00-12-E0",40,"0",0,0,3,0,0
"283","61-28-66-01-0B-00-12-E0",70,"0",0,0,3,0,0
"284","61-28-66-01-0B-00-12-E0",470,"0",0,0,3,0,0
"285","61-28-66-01-0B-00-12-E0",14,"0",0,0,3,0,0
"286","61-28-66-01-0B-00-12-E0",52,"0",0,0,3,0,0
"287","61-28-66-01-0B-00-12-E0",128,"0",0,0,3,0,0
"288","61-28-66-01-0B-00-12-E0",105,"0",0,0,3,0,0
"289","61-28-66-01-0B-00-12-E0",46,"0",0,0,3,0,0
"290","61-28-66-01-0B-00-12-E0",443,"0",0,0,3,0,0
"291","61-28-66-01-0B-00-12-E0",1201,"0",0,0,3,0,0
"292","61-28-66-01-0B-00-12-E0",13,"0",0,0,3,0,0
"293","61-28-66-01-0B-00-12-E0",55,"0",0,0,3,0,0
"294","EA-24-66-01-0B-00-12-E0",126,"0",0,0,3,0,0
"295","EA-24-66-01-0B-00-12-E0",63,"0",0,0,3,0,0
"296","EA-24-66-01-0B-00-12-E0",33,"0",0,0,3,0,0
"297","EA-24-66-01-0B-00-12-E0",92,"0",0,0,3,0,0
"298","EA-24-66-01-0B-00-12-E0",16,"0",0,0,3,0,0
"299","EA-24-66-01-0B-00-12-E0",43,"0",0,0,3,0,0
"300","EA-24-66-01-0B-00-12-E0",20,"0",0,0,3,0,0
"301","EA-24-66-01-0B-00-12-E0",73,"0",0,0,3,0,0
"302","EA-24-66-01-0B-00-12-E0",93,"0",0,0,3,0,0
"303","EA-24-66-01-0B-00-12-E0",94,"0",0,0,3,0,0
"304","EA-24-66-01-0B-00-12-E0",12,"0",0,0,3,0,0
"305","EA-24-66-01-0B-00-12-E0",12,"0",0,0,3,0,0
"306","EA-24-66-01-0B-00-12-E0",31,"0",0,0,3,0,0
"307","EA-24-66-01-0B-00-12-E0",148,"0",0,0,3,0,0
"308","EA-24-66-01-0B-00-12-E0",43,"0",0,0,3,0,0
"309","EA-24-66-01-0B-00-12-E0",24,"0",0,0,3,0,0
"310","EA-24-66-01-0B-00-12-E0",14,"0",0,0,3,0,0
"311","EA-24-66-01-0B-00-12-E0",73,"0",0,0,3,0,0
"312","EA-24-66-01-0B-00-12-E0",74,"0",0,0,3,0,0
"313","EA-24-66-01-0B-00-12-E0",66,"0",0,0,3,0,0
"314","EA-24-66-01-0B-00-12-E0",220,"0",0,0,3,0,0
"315","EA-24-66-01-0B-00-12-E0",277,"0",0,0,3,0,0
"316","EA-24-66-01-0B-00-12-E0",101,"0",0,0,3,0,0
"317","EA-24-66-01-0B-00-12-E0",123,"0",0,0,3,0,0
"318","EA-24-66-01-0B-00-12-E0",31,"0",0,0,3,0,0
"319","EA-24-66-01-0B-00-12-E0",221,"0",0,0,3,0,0
"320","EA-24-66-01-0B-00-12-E0",205,"0",0,0,3,0,0
"321","EA-24-66-01-0B-00-12-E0",316,"0",0,0,3,0,0
"322","EA-24-66-01-0B-00-12-E0",23,"0",0,0,3,0,0
"323","EA-24-66-01-0B-00-12-E0",10,"0",0,0,3,0,0
"324","EA-24-66-01-0B-00-12-E0",92,"0",0,0,3,0,0
"325","EA-24-66-01-0B-00-12-E0",103,"0",0,0,3,0,0
"326","EA-24-66-01-0B-00-12-E0",11,"0",0,0,3,0,0
"327","EA-24-66-01-0B-00-12-E0",262,"0",0,0,3,0,0
"328","EA-24-66-01-0B-00-12-E0",217,"0",0,0,3,0,0
"329","EA-24-66-01-0B-00-12-E0",14,"0",0,0,3,0,0
"330","EA-24-66-01-0B-00-12-E0",79,"0",0,0,3,0,0
"331","EA-24-66-01-0B-00-12-E0",121,"0",0,0,3,0,0
"332","EA-24-66-01-0B-00-12-E0",478,"0",0,0,3,0,0
"333","EA-24-66-01-0B-00-12-E0",8,"0",0,0,3,0,0
"334","EA-24-66-01-0B-00-12-E0",37,"0",0,0,3,0,0
"335","EA-24-66-01-0B-00-12-E0",50,"0",0,0,3,0,0
"336","EA-24-66-01-0B-00-12-E0",12,"0",0,0,3,0,0
"337","45-28-66-01-0B-00-12-E0",177,"0",0,0,7,0,0
"338","45-28-66-01-0B-00-12-E0",189,"0",0,0,7,0,0
"339","45-28-66-01-0B-00-12-E0",689,"0",0,0,7,0,0
"340","45-28-66-01-0B-00-12-E0",30,"0",0,0,7,0,0
"341","45-28-66-01-0B-00-12-E0",340,"0",0,0,7,0,0
"342","45-28-66-01-0B-00-12-E0",88,"0",0,0,7,0,0
"343","45-28-66-01-0B-00-12-E0",8,"0",0,0,7,0,0
"344","45-28-66-01-0B-00-12-E0",19,"0",0,0,7,0,0
"345","45-28-66-01-0B-00-12-E0",100,"0",0,0,7,0,0
"346","45-28-66-01-0B-00-12-E0",12,"0",0,0,7,0,0
"347","45-28-66-01-0B-00-12-E0",29,"0",0,0,7,0,0
"348","45-28-66-01-0B-00-12-E0",11,"0",0,0,7,0,0
"349","45-28-66-01-0B-00-12-E0",43,"0",0,0,7,0,0
"350","45-28-66-01-0B-00-12-E0",27,"0",0,0,7,0,0
"351","45-28-66-01-0B-00-12-E0",13,"0",0,0,7,0,0
"352","45-28-66-01-0B-00-12-E0",34,"0",0,0,7,0,0
"353","45-28-66-01-0B-00-12-E0",200,"0",0,0,7,0,0
"354","45-28-66-01-0B-00-12-E0",129,"0",0,0,7,0,0
"355","45-28-66-01-0B-00-12-E0",62,"0",0,0,7,0,0
"356","45-28-66-01-0B-00-12-E0",7,"0",0,0,7,0,0
"357","45-28-66-01-0B-00-12-E0",9,"0",0,0,7,0,0
"358","45-28-66-01-0B-00-12-E0",19,"0",0,0,7,0,0
"359","45-28-66-01-0B-00-12-E0",9,"0",0,0,7,0,0
"360","45-28-66-01-0B-00-12-E0",75,"0",0,0,7,0,0
"361","45-28-66-01-0B-00-12-E0",20,"0",0,0,7,0,0
"362","45-28-66-01-0B-00-12-E0",48,"0",0,0,7,0,0
"363","45-28-66-01-0B-00-12-E0",101,"0",0,0,7,0,0
"364","45-28-66-01-0B-00-12-E0",69,"0",0,0,7,0,0
"365","45-28-66-01-0B-00-12-E0",26,"0",0,0,7,0,0
"366","45-28-66-01-0B-00-12-E0",30,"0",0,0,7,0,0
"367","45-28-66-01-0B-00-12-E0",367,"0",0,0,7,0,0
"368","45-28-66-01-0B-00-12-E0",40,"0",0,0,7,0,0
"369","45-28-66-01-0B-00-12-E0",25,"0",0,0,7,0,0
"370","45-28-66-01-0B-00-12-E0",307,"0",0,0,7,0,0
"371","45-28-66-01-0B-00-12-E0",55,"0",0,0,7,0,0
"372","45-28-66-01-0B-00-12-E0",42,"0",0,0,7,0,0
"373","45-28-66-01-0B-00-12-E0",20,"0",0,0,7,0,0
"374","45-28-66-01-0B-00-12-E0",22,"0",0,0,7,0,0
"375","45-28-66-01-0B-00-12-E0",266,"0",0,0,7,0,0
"376","45-28-66-01-0B-00-12-E0",303,"0",0,0,7,0,0
"377","45-28-66-01-0B-00-12-E0",8,"0",0,0,7,0,0
"378","45-28-66-01-0B-00-12-E0",18,"0",0,0,7,0,0
"379","46-28-66-01-0B-00-12-E0",122,"0",0,0,7,0,0
"380","46-28-66-01-0B-00-12-E0",19,"0",0,0,7,0,0
"381","46-28-66-01-0B-00-12-E0",26,"0",0,0,7,0,0
"382","46-28-66-01-0B-00-12-E0",59,"0",0,0,7,0,0
"383","46-28-66-01-0B-00-12-E0",47,"0",0,0,7,0,0
